,IFIT3,ISG15,STAT1,CMPK2,IRF1,IFIT1,IFIT2,DDX60,IFI44,RSAD2,OASL,IFI6,IRF7,HELZ2,MAPK8IP2,MYO5B,ADGRB1,DDX60L,KLF13,SPTSSB,TMSB10,MMP16,PLEKHA7,NCKAP5,FADS3,DOC2B,IGFBP3,PID1,ABCG2,PARP12,RNF152,RIPPLY3,CASP4,TET1,SLC1A1,MAL2,SH3TC1,LAMB1,MYADM,MARCKS,EYA2,LGALS3BP
0.033529241492495566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13735285822758384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.040753929658717755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12204064091402415,0.0,0.3300178650478056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0495353520895917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2534380159729383,-0.011829611019963758,0.47749486114777556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.060208944933361284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359259906526895,-0.11108480282010545,0.5543094003892951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07318242219076174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42494417783586846,-0.21227225891780196,0.6089328377339406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059949900239343185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08895134973108232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4762869298726556,-0.3102334528154165,0.6562080108425783,0.0,0.0,0.0,0.0,0.0,0.0,-0.020466451763988626,0.0,0.0,0.0,0.0,0.0,0.12697708641230257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10811807510766078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5092168686221403,-0.4075812345446075,0.6913379583454867,0.0,0.0,0.0,0.0,-0.0313237871021709,0.0,-0.05520806371433923,0.0,0.0,0.0,0.0,0.0,0.17921930911460188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13141473626117553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534539196851779,-0.47191861305182636,0.6980636610821525,0.0,0.0,0.0,0.0,-0.08003431403063414,0.0,-0.08691769637434148,0.0,0.0,0.0,0.0123267828484023,0.0,0.2132706811989358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02288436112483018,0.0,0.0
0.1597312280060254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5796770760902307,-0.4457744543660796,0.7503160113827748,0.0,0.0,0.0,0.0,-0.13591666968083996,0.0,-0.10255711611569247,0.0,0.0,0.0,0.05908772294045085,0.0,0.1969248582042264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11050599766579307,0.0,0.0
0.19414919457438817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5933866751687938,-0.4611780091222931,0.796499464304035,0.0,0.0,0.0,0.0,-0.20460012338245456,0.0,-0.10846488081124171,0.0,0.0,0.0,0.0794863920336451,0.0,0.1983412197297836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1961696966602211,0.0,0.0
0.23598334667821938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6150474067911189,-0.48636683561280686,0.8405820968511392,0.0,0.0,0.0,0.0,-0.2511617128785434,0.0,-0.1139903805565014,0.0,0.0,0.0,0.08977629097937713,0.0,0.20640570058200747,-0.012801689064265024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2782196672801621,0.0,0.0
0.2868316813342009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978532986103372,-0.5078037771523446,0.9225244844609872,0.0,0.0,0.0,0.0,-0.32522147287293546,0.0,-0.10149246883681749,0.0,0.0,0.0,0.09350778409592031,0.0,0.2150361474964073,-0.014205162217819573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3766887542000181,0.0,0.0
0.34863652276780843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7154297755895282,-0.46714270571435856,0.9557672257800454,0.0,0.0,0.0,0.0,-0.2945888210381491,0.0,-0.11363286373493975,0.0,0.0,0.0,0.13770671059406073,0.0,0.20744150277388967,-0.07151632519568973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44995106468991264,0.0,0.0
0.4237587160604063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7514704224655566,-0.48469672657062823,0.9920339424281954,0.0,0.0,0.0,0.0,-0.3295914491615772,0.0,-0.11238857077512737,0.0,0.0,0.0,0.1510193207353227,0.0,0.21127908971427414,-0.10319353618642117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535083724646611,0.0,0.0
0.5150678076168121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804721651977666,-0.5308463257005596,0.9614598173748483,0.0,0.0,0.0,0.0,-0.3632210601095234,0.0,-0.1200547160018142,0.0,0.0,0.0,0.15468444733073214,0.0,0.22668846013589702,-0.15538620614597184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6076617374563306,0.0,0.0
0.6260516572014815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917846694693953,-0.5495198527682097,1.0938637710332144,0.0,0.0,0.0,0.0,-0.3926931564168797,0.0,-0.0951414706717094,0.0,0.0,0.0,0.14850012782995942,0.0,0.24732654504207202,-0.16629906875785685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7069654671121841,0.0,0.0
0.7609496685459876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8675483433438019,-0.5071292309443005,1.1328853315473644,0.0,0.0,0.0,0.0,-0.4086269102706075,0.0,-0.11175520713060653,0.0025124070062973645,0.0,0.0,0.20155214688446327,0.0,0.23305465755414279,-0.19443456643551765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7909611518458451,0.0,0.0
0.9249147277217336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9209419405157786,-0.5317280054382619,1.158171332191731,0.0,0.0,0.0,0.0,-0.4032179791379016,0.0,-0.1030510934712505,0.017730560819299232,0.0,0.0,0.2041700029254859,0.0,0.2543945927757734,-0.2515656689371296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8700855348968212,0.0,0.0
1.1242100350620863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8994046356848332,-0.5282166785219182,1.1598532736272866,0.0,0.0,0.0,0.0,-0.4384763458969154,0.0,-0.07880939436297392,0.06061593086361105,0.0,0.0,0.21364498242356975,-0.06070222229907717,0.297344661449262,-0.24718085406902754,0.0,0.0,0.0,0.0,-0.03723165499325818,0.0,0.0,0.0,0.9589074840042637,0.0,0.0
1.3664483492953243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8874428151514896,-0.6052677820618552,1.2273788537335713,0.0,0.0,0.0,0.0,-0.4717630774540594,0.0,-0.07687352206314266,0.08739082234611027,0.0,0.0,0.20424601212247814,-0.04846713832629356,0.3024992284595952,-0.2822762374787575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0530549523079926,0.0,0.0
1.6608827826277148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709666509337718,-0.6045770503696086,1.201577987376037,0.0,0.0,0.0,0.0,-0.46263108839660266,0.0,-0.06999120795670342,0.0963131523515293,0.0,0.0,0.21093644501795403,-0.07102672961975819,0.3213264475830556,-0.3498643828067983,0.0,0.0,0.0,0.0,-0.022172958519874254,0.0,0.0,0.0,1.1292935168064022,0.0,0.0
2.018760254679039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666206470004869,-0.807169812343583,1.2325730050798192,0.0,0.0,0.0,0.0,-0.4774019003167731,0.0,-0.03673488349869188,0.1153810547206394,0.0,0.0,0.12155983037528427,-0.13030127479044828,0.40324700018885845,-0.3815200841371557,0.0,0.0,0.0,0.0,-0.0004001840748543488,0.0,0.0,0.0,1.2018178861294302,0.0,0.0
2.4537511066398165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8929763610052045,-0.6670170340246476,1.2785597429359625,0.0,0.0,0.0,0.0,-0.5708341498249633,0.0,-0.011179402747654749,0.17389003756740773,0.0,0.0,0.19777618440246447,-0.1275320757041295,0.385936788755247,-0.3529388400307686,0.0,0.0,0.0,0.0,-0.0727555600961408,0.0,0.0,0.0,1.3308612379696694,0.0,0.0
2.982471286216888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9747755329873772,-0.6292814143841411,1.2660503194561352,0.0,0.0,0.0,0.0,-0.5477529262236603,0.0,-0.08738701409688965,0.21635426950903924,0.0,0.0,0.27637017329455715,-0.07181144241981316,0.3919559391731615,-0.3622273508852699,0.0,0.010848819861237466,0.0,0.0,-0.09828532541277656,0.0,0.0,0.013906382799261156,1.3769165111266841,0.0,0.0
3.6251170499885315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9510234554864014,-0.5808567580971575,1.4524208606949114,0.0,0.0,0.0,0.0,-0.3946228993764462,0.0,-0.2191847413193769,0.18242704042991334,0.0,0.0,0.38910030440082555,-0.1092877790133253,0.39541701359488646,-0.3087105066202066,0.0,0.0,0.0,0.0,-0.05521830298764284,0.0,0.0,0.1504798949593289,1.4219513687354712,0.0,0.0
4.406236427773573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0376181001993554,-0.6231778560445302,1.4189718559657025,0.0,0.0,0.0,0.0,-0.455355015075294,0.0,-0.04001845412121706,0.20574413689665697,0.0,0.0,0.2776528130176142,-0.23106572693089358,0.4346764340548317,-0.464860123696235,0.0,0.0,0.0,0.0,-0.07659829818615291,0.0,0.0,0.030428932522748933,1.56106450506051,0.0,0.0
5.3556669177068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.153527092010405,-0.5492447785828799,1.4146658812062676,0.0,0.0,0.0,0.0,-0.46852325793887495,0.0,-0.08507870029989305,0.18817269630966665,0.0,0.0,0.33412655148435166,-0.22302684314997592,0.4096453927978566,-0.5004021314957011,0.0,0.0009875083156750204,0.0,0.0,-0.11013368622201737,0.0,0.0,0.04112515112181768,1.6414630906805743,0.0,0.0
6.509675230458164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0498312908192242,-0.6911224260452146,1.4746935280101832,0.0,0.0,0.0,0.0,-0.33056180265180357,0.0,-0.0930509627583068,0.24201656811652072,0.0,0.0,0.2831130065831963,-0.2683242752880026,0.5079061434053974,-0.5050524049604024,0.0,0.020583314715525464,0.0,0.0,-0.11873508251439263,0.0,0.0,0.1321622611511907,1.6929129535359966,0.0,0.0
7.912342618981318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962817017592983,-0.588254079901372,1.0462168995083527,0.0,0.0,0.0,0.0,-0.25520580680950905,0.0,-0.43739430930015655,0.42773658674908016,0.0,0.0,0.6859229715521236,-0.16203932177190694,0.2954461484794373,-0.3950088253536249,0.0,0.2938833278225481,0.0,0.0,-0.16636426357287812,0.21543708226748,0.0,0.17503569947366943,1.5943785522989713,0.0,0.0
9.617248711152964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9481802323832452,-0.694410060806565,0.7131787718954095,0.0,0.0,0.0,0.0,-0.839477832454636,0.0,-0.09830894775784588,0.28819183005202365,0.0,0.0,0.3459932016946265,-0.2892912183417982,0.49462221123768807,-0.5018324365057248,0.0,0.07100525402565412,0.0,0.0,-0.5946267827928157,0.1849134050532613,0.0,0.0,1.8476789537002072,0.0,0.09630036545858106
11.689518164985776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025249384357085,-0.5984545260147296,1.562363488258893,0.0,0.0,0.0,0.0,-0.19878473809778846,0.0,-0.513578609617964,0.2533908918030547,0.0,0.0,0.6154911481423199,-0.09347132522686293,0.4129324527855772,-0.4244795126761924,0.0,0.1383960057895051,0.0,0.0,-0.09825305925547481,0.11408041350554153,0.0,0.38518012704951693,1.798805754767901,0.0,0.0
14.208308325339209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051646806166330224,0.0,0.0,0.0,0.0,0.0,0.0,0.9980222915365385,-0.7836607222154314,1.2955595085603142,0.0,0.0,0.0,0.0,-0.2108341225636168,0.0,-0.16456203888958987,0.6307055776493192,0.0,0.0,0.40335416316263545,-0.3040601322752696,0.5230413006102766,-0.5480416431964036,0.0,0.24946025694106772,0.0,0.0,-0.23967554071645014,0.0,0.0,0.2078345912844093,1.9471851082662124,0.0,0.0
17.269832906594324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08716922148161887,0.0,0.0,0.0,0.0,0.0,0.0,0.6347839554836759,-1.3352141353714606,0.9176644859414973,0.0,0.0,0.0,0.0,-0.08961980316968333,0.0,-0.30744518175058166,0.8452780772471549,0.0,0.0,0.3815160399699501,-0.32790048877487177,0.5229983202063817,-0.5941593314361041,0.0,0.4636481839599684,0.0,0.0,-0.11924576108498311,0.1570617406622802,0.0,0.2235833801707805,1.86860102812491,0.0,0.0
20.991037201085547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07517430139634163,0.0,0.0,0.0,0.0,0.0,0.0,0.9047031849050421,-0.9442802517105373,0.8578037206613646,0.0,0.0,0.0,0.0,-0.9055741341766985,0.0,-0.27334410408807147,0.6301448401170074,0.0,0.0,0.46596091780301574,-0.20640928120663546,0.31895745262263353,-0.5469541514834559,0.0,0.1532232811161874,0.0,0.0,-0.36785338213934266,0.13623779116885648,0.0,0.21317737623111319,2.211817365678492,0.0,0.0
25.514065200312874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16561904573979871,0.0,0.0,0.0,0.0,0.0,0.0,0.518543293896711,-0.6134001806966259,0.8069812640623065,0.0,0.0,0.0,0.0,-0.456193831321454,0.0,-0.6659948852202704,0.7183075226721517,0.0,0.0,0.8986467083473482,-0.1580534369820528,0.32649249254484497,-0.21626555328359484,0.0,0.21300228317329697,0.0,0.0,-0.6286802858079565,0.44266713419867443,0.0,0.5805852897278876,2.0616392132521932,0.0,0.11421424402019112
31.011689265747755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04838515855904396,0.0,0.0,0.0,0.0,0.0,0.0,0.5096139665490765,-0.6601568611525412,0.3936940394325055,0.0,0.13698866870549328,-0.5972276578526704,0.0,-0.4121132188571953,0.0,-0.4178533636314662,0.44838020860500283,0.019896683481686807,0.0,0.6176310009953405,0.0,0.28982201917701333,-0.155896245820061,0.0,1.3351455634342282,0.0,0.0,-1.416556615046387,0.31313767921839597,0.0,0.1318846072026255,1.982982924069164,0.0,0.03787961566662133
37.69390975388363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21389739131019508,0.0,0.0,0.0,0.0,0.0,0.0,0.48634388683465424,-2.0298670399644383,1.1433448458836082,0.0,0.0,0.0,0.0,-0.8751508078219143,0.0,-0.44294213783170866,0.6243163414197573,0.0,0.0,0.3233192829529121,-0.06152860073866838,0.49607545918528756,-0.3529230413628374,0.0,0.3343634183060552,0.0,0.0,-0.12090380392826827,0.10347737036715879,0.0,0.1704446210110674,2.171834476228056,0.0,0.01755689740153383
45.81597669054491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2563253143789508,-0.7514990376914428,0.9912125870253243,0.0,0.0,0.0,0.0,-0.05692188176425432,0.0,-0.6599634073683127,0.24820290004536433,0.0,0.0,0.6430696307239253,-0.18711527130695155,0.7445865262724518,-0.7869587722659059,0.0,0.4192690797804063,0.0,0.0,-0.7256059740604339,0.39454949443239484,0.0,0.32824639941675593,1.9698934916799384,0.0,0.016443585625139853
55.68813990945267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023659455642418073,0.0,0.0,0.0,0.0,0.0,0.0,0.2554407170024613,-1.2934934733372776,0.7759066446417258,0.0,0.0,0.0,0.0,-0.1836802843312752,0.0,-0.7143695330128936,0.3806004591935412,0.0,0.0,0.617266803814465,-0.06176686320255585,0.8805530456071549,-0.40523992458000235,0.0,0.5813376857137708,0.0,0.010438056583059976,-0.9659570430316922,0.7921960787439536,0.0,0.5783760967769318,2.059063851241747,0.0,0.0
67.68750009458527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24885259687988392,-0.6020293398891705,0.0,0.9161412187913125,0.06445644122200125,-2.0478310864848304,0.5062732650770889,0.0,0.0,-0.2147957001042876,0.23358031262275253,0.0,0.0,0.18634329992742593,-0.6107908766923987,0.7049991237052394,-0.6654698604809188,-0.16740323611419042,0.42412426930569214,-0.2312709718822807,0.0,-1.1427460227798016,0.0011099775324425187,0.0,0.7640880401302336,1.7661821429313234,0.0,0.0
82.27241341700457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02772050821913148,0.0,0.0,0.0,0.0,0.0,0.0,1.6227089632410572,-0.4791796152276224,1.280923224520719,0.0,0.0,-0.012904181691760122,0.0,-0.05048091534994013,0.0,-0.7951663048113587,0.5129900620762085,0.0,0.0,0.9102567061527584,-0.055299601277859115,0.518085280784655,-0.6561272258863632,0.0,0.4927240593750542,0.0,0.0,-0.6270076850944414,0.15138155281419147,0.0,0.47205728478407627,2.2951942150685,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.31006681592278357,0.0,0.0,0.8443408370803623,0.0,0.0,0.0,0.0,0.0,0.0,0.4292408438070409,-0.5429527562197445,0.1996308687770051,0.0,0.0,0.0,1.1632763727074662,-0.5424302105966801,0.0,-0.4216716471495716,0.15452842946775985,0.058482622802077194,0.0,0.15939410594504375,-0.6225439510927916,0.02685554791209534,-0.7469787137597136,-0.5569278308744012,0.20650122036757873,0.0,0.07225231534424725,-1.7637288307926307,0.05468069023208938,0.4490823545108224,1.1919203925429553,1.7365846750389047,0.0,0.0040279717959331674
